sample_id,dataset,method,label,answer,num_nodes,num_edges,num_induced_nodes,num_induced_edges,num_candidates,num_selected,objective,mean_pairwise_similarity,latency_sec,selected_node_count,selected_edge_count,llm_eval_ready
54,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9471371682762849,0.0,0.0356135368347168,6.0,5.0,1.0
55,explaGraphs,osrcd,counter,counter,7,6,7,6,14,1,0.9660792397598535,0.0,0.04606938362121582,7.0,6.0,1.0
56,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9580700695202126,0.0,0.020738840103149414,4.0,3.0,1.0
57,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9447480930061134,0.0,0.020699024200439453,4.0,3.0,1.0
58,explaGraphs,osrcd,support,support,8,8,8,8,21,1,0.9484267299139393,0.0,0.07262611389160156,8.0,8.0,1.0
59,explaGraphs,osrcd,counter,counter,7,6,7,6,14,1,0.9500860904090119,0.0,0.04677414894104004,7.0,6.0,1.0
60,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9460509911158387,0.0,0.033362627029418945,6.0,5.0,1.0
61,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9330145071774847,0.0,0.02087998390197754,4.0,3.0,1.0
62,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.962607337010711,0.0,0.02388477325439453,5.0,4.0,1.0
63,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9543495254634288,0.0,0.0645594596862793,8.0,7.0,1.0
64,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9456280021451712,0.0,0.022440195083618164,4.0,3.0,1.0
65,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9813563166676644,0.0,0.024270296096801758,5.0,4.0,1.0
66,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9618057187032139,0.0,0.024616003036499023,5.0,4.0,1.0
67,explaGraphs,osrcd,counter,counter,9,8,9,8,22,1,0.9569823405533165,0.0,0.09781956672668457,9.0,8.0,1.0
68,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9480489556792513,0.0,0.025774478912353516,5.0,4.0,1.0
69,explaGraphs,osrcd,counter,counter,4,4,4,4,4,1,0.9468582026652005,0.0,0.021665096282958984,4.0,4.0,1.0
70,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9354866587832802,0.0,0.046251535415649414,7.0,6.0,1.0
71,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.943296164052626,0.0,0.024774551391601562,5.0,4.0,1.0
72,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9595575245938245,0.0,0.02748584747314453,5.0,4.0,1.0
73,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9604727090815064,0.0,0.04594016075134277,7.0,6.0,1.0
74,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9266158956610611,0.0,0.020478487014770508,4.0,3.0,1.0
75,explaGraphs,osrcd,counter,counter,8,7,8,7,18,1,0.9336453595829105,0.0,0.0653085708618164,8.0,7.0,1.0
76,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.949652369938535,0.0,0.021142959594726562,4.0,3.0,1.0
77,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9554484669474406,0.0,0.02666330337524414,5.0,4.0,1.0
78,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9269407270792241,0.0,0.021376371383666992,4.0,3.0,1.0
79,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9711445545623691,0.0,0.02108454704284668,4.0,3.0,1.0
80,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9436323333232962,0.0,0.024106740951538086,5.0,4.0,1.0
81,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9501723248901166,0.0,0.03293156623840332,6.0,5.0,1.0
82,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9600875150919734,0.0,0.021056175231933594,4.0,3.0,1.0
83,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9530072212446582,0.0,0.02019476890563965,4.0,3.0,1.0
84,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9707343268254824,0.0,0.020089149475097656,4.0,3.0,1.0
85,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9442364248082774,0.0,0.06455039978027344,8.0,7.0,1.0
86,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9383484890657443,0.0,0.03330636024475098,6.0,5.0,1.0
87,explaGraphs,osrcd,counter,counter,8,8,8,8,21,1,0.9604013328156197,0.0,0.07193207740783691,8.0,8.0,1.0
88,explaGraphs,osrcd,support,support,6,6,6,6,13,1,0.9374565879496755,0.0,0.039835453033447266,6.0,6.0,1.0
89,explaGraphs,osrcd,counter,counter,7,6,7,6,14,1,0.9426445533760076,0.0,0.04668259620666504,7.0,6.0,1.0
90,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9651088083253178,0.0,0.046524763107299805,7.0,6.0,1.0
91,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9564234160270362,0.0,0.03310203552246094,6.0,5.0,1.0
92,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.934572981806514,0.0,0.0326995849609375,6.0,5.0,1.0
93,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9676280881782671,0.0,0.02437305450439453,5.0,4.0,1.0
94,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.953296877863406,0.0,0.03267645835876465,6.0,5.0,1.0
95,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9786454444497958,0.0,0.03149580955505371,6.0,5.0,1.0
96,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9561778940815473,0.0,0.020839691162109375,4.0,3.0,1.0
97,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9663921756420796,0.0,0.025095224380493164,5.0,4.0,1.0
98,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9755931796455258,0.0,0.025131940841674805,5.0,4.0,1.0
99,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9515353349060136,0.0,0.03465890884399414,6.0,5.0,1.0
100,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9391247206306728,0.0,0.02459096908569336,5.0,4.0,1.0
101,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9608577332587298,0.0,0.0327756404876709,6.0,5.0,1.0
102,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9628171226590023,0.0,0.06518912315368652,8.0,7.0,1.0
103,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9549125359864278,0.0,0.022306442260742188,4.0,3.0,1.0
104,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9550638217994641,0.0,0.03244781494140625,6.0,5.0,1.0
105,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9463729957357286,0.0,0.020298242568969727,4.0,3.0,1.0
106,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9621531681834057,0.0,0.03269791603088379,6.0,5.0,1.0
107,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.937717528571564,0.0,0.03288698196411133,6.0,5.0,1.0
108,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9498582100898492,0.0,0.020772218704223633,4.0,3.0,1.0
109,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9772900707126025,0.0,0.046103477478027344,7.0,6.0,1.0
110,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9564117827136545,0.0,0.03326153755187988,6.0,5.0,1.0
111,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9516109365419512,0.0,0.024616003036499023,5.0,4.0,1.0
112,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9489911875665663,0.0,0.0208740234375,4.0,3.0,1.0
113,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9751074252625986,0.0,0.020298480987548828,4.0,3.0,1.0
114,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.9662925212767868,0.0,0.027208566665649414,5.0,4.0,1.0
115,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9295209776212162,0.0,0.04626917839050293,7.0,6.0,1.0
116,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9549597675957839,0.0,0.021009445190429688,4.0,3.0,1.0
117,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9597899591689176,0.0,0.0334467887878418,6.0,5.0,1.0
118,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9471553982663351,0.0,0.03238964080810547,6.0,5.0,1.0
119,explaGraphs,osrcd,support,support,9,8,9,8,22,1,0.9572293369179358,0.0,0.09714365005493164,9.0,8.0,1.0
120,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.937415436460303,0.0,0.03324127197265625,6.0,5.0,1.0
121,explaGraphs,osrcd,counter,counter,9,8,9,8,24,1,0.9725870695558975,0.0,0.09743070602416992,9.0,8.0,1.0
122,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9537938290741304,0.0,0.025582551956176758,5.0,4.0,1.0
123,explaGraphs,osrcd,support,support,7,7,7,7,17,1,0.9359145991487715,0.0,0.05400848388671875,7.0,7.0,1.0
124,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9210393458112792,0.0,0.02509927749633789,5.0,4.0,1.0
125,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9564422878324945,0.0,0.025223493576049805,5.0,4.0,1.0
126,explaGraphs,osrcd,support,support,6,5,6,5,12,1,0.9515302422489624,0.0,0.036725521087646484,6.0,5.0,1.0
127,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9661521511073424,0.0,0.02179741859436035,4.0,3.0,1.0
128,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9494857672164315,0.0,0.0277101993560791,5.0,4.0,1.0
129,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9696121884971323,0.0,0.02460622787475586,5.0,4.0,1.0
130,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9644419295746838,0.0,0.02417278289794922,5.0,4.0,1.0
131,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9725723226425127,0.0,0.024857521057128906,5.0,4.0,1.0
132,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9510406952497436,0.0,0.024788379669189453,5.0,4.0,1.0
133,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9412457048674492,0.0,0.035814762115478516,6.0,5.0,1.0
134,explaGraphs,osrcd,support,support,7,7,7,7,17,1,0.9535782035631261,0.0,0.05451798439025879,7.0,7.0,1.0
135,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9432036531261878,0.0,0.02488422393798828,5.0,4.0,1.0
136,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9495358217590844,0.0,0.03240704536437988,6.0,5.0,1.0
137,explaGraphs,osrcd,support,support,7,7,7,7,17,1,0.9420617028751006,0.0,0.05370044708251953,7.0,7.0,1.0
138,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9617049306506043,0.0,0.03335833549499512,6.0,5.0,1.0
139,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9328273348703364,0.0,0.032913923263549805,6.0,5.0,1.0
140,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9374217216446628,0.0,0.02442312240600586,5.0,4.0,1.0
141,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9370782835456086,0.0,0.032756805419921875,6.0,5.0,1.0
142,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9587302959404648,0.0,0.024194717407226562,5.0,4.0,1.0
143,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.951826535163027,0.0,0.03231668472290039,6.0,5.0,1.0
144,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9577317379182918,0.0,0.03228402137756348,6.0,5.0,1.0
145,explaGraphs,osrcd,counter,counter,8,7,8,7,18,1,0.9539058551744487,0.0,0.06481218338012695,8.0,7.0,1.0
146,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9520357717032465,0.0,0.03311586380004883,6.0,5.0,1.0
147,explaGraphs,osrcd,support,support,6,5,6,5,12,1,0.9368178648585817,0.0,0.03675198554992676,6.0,5.0,1.0
148,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9691538433945732,0.0,0.018144845962524414,4.0,3.0,1.0
149,explaGraphs,osrcd,counter,counter,8,8,8,8,21,1,0.9514670871203942,0.0,0.07191586494445801,8.0,8.0,1.0
150,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9519097674805863,0.0,0.02170729637145996,4.0,3.0,1.0
151,explaGraphs,osrcd,counter,counter,8,8,8,8,21,1,0.9404466658757036,0.0,0.07170271873474121,8.0,8.0,1.0
152,explaGraphs,osrcd,counter,counter,5,4,5,4,8,1,0.960106492800392,0.0,0.02778172492980957,5.0,4.0,1.0
153,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9737501319695577,0.0,0.024528026580810547,5.0,4.0,1.0
154,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9742968089492262,0.0,0.03264617919921875,6.0,5.0,1.0
155,explaGraphs,osrcd,counter,counter,7,6,7,6,14,1,0.95704385125315,0.0,0.046047210693359375,7.0,6.0,1.0
156,explaGraphs,osrcd,counter,counter,7,7,7,7,17,1,0.952431933505671,0.0,0.05410575866699219,7.0,7.0,1.0
157,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9645414919734181,0.0,0.04659104347229004,7.0,6.0,1.0
158,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9495441532890135,0.0,0.03369140625,6.0,5.0,1.0
159,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9444260887707356,0.0,0.021801471710205078,4.0,3.0,1.0
160,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9574569523276878,0.0,0.02446150779724121,5.0,4.0,1.0
161,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9581785571630942,0.0,0.021506547927856445,4.0,3.0,1.0
162,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9639503902960079,0.0,0.024383544921875,5.0,4.0,1.0
163,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9560428494574919,0.0,0.02765965461730957,5.0,4.0,1.0
164,explaGraphs,osrcd,support,support,7,8,7,8,17,1,0.9554019386565691,0.0,0.05299520492553711,7.0,8.0,1.0
165,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9523474455160226,0.0,0.06492495536804199,8.0,7.0,1.0
166,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9621874100513288,0.0,0.06456613540649414,8.0,7.0,1.0
167,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9631019346711961,0.0,0.025209665298461914,5.0,4.0,1.0
168,explaGraphs,osrcd,counter,counter,9,8,9,8,24,2,0.9686926157899193,0.8615036811832041,0.10372710227966309,9.0,8.0,1.0
169,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9251951115542557,0.0,0.021884441375732422,4.0,3.0,1.0
170,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9639176947202668,0.0,0.027132511138916016,5.0,4.0,1.0
171,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.945712154915112,0.0,0.02140069007873535,4.0,3.0,1.0
172,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9565404593465174,0.0,0.020824909210205078,4.0,3.0,1.0
173,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.958726783474134,0.0,0.03269028663635254,6.0,5.0,1.0
174,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9641262485545385,0.0,0.024536848068237305,5.0,4.0,1.0
175,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9645659017675481,0.0,0.019543170928955078,4.0,3.0,1.0
176,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9681246555340749,0.0,0.02066969871520996,4.0,3.0,1.0
177,explaGraphs,osrcd,support,support,7,7,7,7,17,1,0.9570239656333052,0.0,0.053392887115478516,7.0,7.0,1.0
178,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9545375574962461,0.0,0.04649829864501953,7.0,6.0,1.0
179,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.962940025048538,0.0,0.033296823501586914,6.0,5.0,1.0
180,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9622657716861434,0.0,0.024564504623413086,5.0,4.0,1.0
181,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9622732854283909,0.0,0.02390313148498535,5.0,4.0,1.0
182,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9608996774844547,0.0,0.024396657943725586,5.0,4.0,1.0
183,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9637928392686904,0.0,0.024555444717407227,5.0,4.0,1.0
184,explaGraphs,osrcd,support,support,5,4,5,4,8,1,0.9742202810744777,0.0,0.02591395378112793,5.0,4.0,1.0
185,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9638275779879498,0.0,0.03265810012817383,6.0,5.0,1.0
186,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9534598729745104,0.0,0.03304457664489746,6.0,5.0,1.0
187,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9401165723579549,0.0,0.03321957588195801,6.0,5.0,1.0
188,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9443670600602614,0.0,0.045349836349487305,7.0,6.0,1.0
189,explaGraphs,osrcd,counter,counter,6,5,6,5,10,1,0.9570786661707061,0.0,0.03287672996520996,6.0,5.0,1.0
190,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9463773607352707,0.0,0.020676374435424805,4.0,3.0,1.0
191,explaGraphs,osrcd,support,support,9,8,9,8,22,1,0.9602679951777746,0.0,0.09788012504577637,9.0,8.0,1.0
192,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9645144192504626,0.0,0.0341038703918457,6.0,5.0,1.0
193,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.955986119776345,0.0,0.035685062408447266,6.0,5.0,1.0
194,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9581285047616165,0.0,0.06536078453063965,8.0,7.0,1.0
195,explaGraphs,osrcd,counter,counter,8,7,8,7,18,1,0.9653480960404867,0.0,0.06569910049438477,8.0,7.0,1.0
196,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9505258179330782,0.0,0.03334689140319824,6.0,5.0,1.0
197,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.9668470927708115,0.0,0.04659008979797363,7.0,6.0,1.0
198,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.9562041234090792,0.0,0.03276395797729492,6.0,5.0,1.0
199,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.951450856161333,0.0,0.03286623954772949,6.0,5.0,1.0
200,explaGraphs,osrcd,counter,counter,4,3,4,3,3,1,0.9697456150658347,0.0,0.018018722534179688,4.0,3.0,1.0
201,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9478083438876782,0.0,0.024348735809326172,5.0,4.0,1.0
202,explaGraphs,osrcd,support,support,5,4,5,4,6,1,0.9840942828387478,0.0,0.02154374122619629,5.0,4.0,1.0
203,explaGraphs,osrcd,support,support,7,6,7,6,14,1,0.951756665447616,0.0,0.04580998420715332,7.0,6.0,1.0
204,explaGraphs,osrcd,counter,counter,7,6,7,6,14,1,0.9596539206361905,0.0,0.04661989212036133,7.0,6.0,1.0
205,explaGraphs,osrcd,support,support,4,4,4,4,4,1,0.9682402673251796,0.0,0.021350622177124023,4.0,4.0,1.0
206,explaGraphs,osrcd,support,support,6,5,6,5,10,1,0.962222265049245,0.0,0.03270363807678223,6.0,5.0,1.0
207,explaGraphs,osrcd,counter,counter,5,5,5,5,8,1,0.9488660067006737,0.0,0.027446985244750977,5.0,5.0,1.0
208,explaGraphs,osrcd,support,support,8,7,8,7,18,1,0.9443318497681714,0.0,0.06679129600524902,8.0,7.0,1.0
209,explaGraphs,osrcd,support,support,8,7,8,7,20,1,0.9549125680365639,0.0,0.07209920883178711,8.0,7.0,1.0
210,explaGraphs,osrcd,support,support,4,3,4,3,3,1,0.9549322895387466,0.0,0.021526813507080078,4.0,3.0,1.0
211,explaGraphs,osrcd,support,support,4,3,4,3,4,1,0.9817738978068301,0.0,0.020716190338134766,4.0,3.0,1.0
212,explaGraphs,osrcd,counter,counter,5,4,5,4,6,1,0.9558756725304886,0.0,0.024509668350219727,5.0,4.0,1.0
